,Name,Sector,Instrument,Assets
0,HDFC Bank Ltd.,Financial,Equity,9.4%
1,ICICI Bank Ltd.,Financial,Equity,9.2%
2,Reliance Industries Ltd.,Energy,Equity,9.1%
3,Infosys Ltd.,Technology,Equity,5.6%
4,Larsen & Toubro Ltd.,Construction,Equity,5.0%
5,Housing Development Finance Corporation Ltd.,Financial,Equity,4.8%
6,Axis Bank Ltd.,Financial,Equity,4.7%
7,ITC Ltd.,Consumer Staples,Equity,4.6%
8,State Bank of India,Financial,Equity,4.5%
9,Hindustan Unilever Ltd.,Consumer Staples,Equity,4.0%
10,Bharti Airtel Ltd.,Communication,Equity,3.5%
11,Kotak Mahindra Bank Ltd.,Financial,Equity,2.6%
12,Ultratech Cement Ltd.,Construction,Equity,2.2%
13,Tata Motors Ltd.,Automobile,Equity,2.0%
14,Hero Motocorp Ltd.,Automobile,Equity,1.9%
15,Maruti Suzuki India Ltd.,Automobile,Equity,1.9%
16,Bajaj Finance Ltd.,Financial,Equity,1.8%
17,Titan Company Ltd.,Consumer Discretionary,Equity,1.7%
18,Tata Consultancy Services Ltd.,Technology,Equity,1.5%
19,Hindalco Industries Ltd.,Metals & Mining,Equity,1.5%
20,Cummins India Ltd.,Capital Goods,Equity,1.2%
21,Tata Steel Ltd.,Metals & Mining,Equity,1.2%
22,HCL Technologies Ltd.,Technology,Equity,1.2%
23,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.1%
24,Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,1.0%
25,Ambuja Cements Ltd.,Construction,Equity,0.7%
26,Britannia Industries Ltd.,Consumer Staples,Equity,0.6%
27,Bata India Ltd.,Consumer Staples,Equity,0.5%
28,GHCL Ltd.,Chemicals,Equity,0.3%
29,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,0.3%
30,Jubilant FoodWorks Ltd.,Services,Equity,0.2%
31,Container Corporation Of India Ltd.,Services,Equity,0.2%
32,IDBI Bank Ltd.,Financial,Equity,0.2%
