,Name,Sector,Instrument,Assets
0,Global Health Ltd.,Healthcare,Equity,5.6%
1,Trent Ltd.,Services,Equity,5.6%
2,ICICI Bank Ltd.,Financial,Equity,4.9%
3,Fortis Healthcare Ltd.,Healthcare,Equity,4.6%
4,Titan Company Ltd.,Consumer Discretionary,Equity,4.4%
5,Housing Development Finance Corporation Ltd.,Financial,Equity,3.9%
6,The Federal Bank Ltd.,Financial,Equity,3.8%
7,Axis Bank Ltd.,Financial,Equity,3.5%
8,Page Industries Ltd.,Textiles,Equity,3.3%
9,Carborundum Universal Ltd.,Metals & Mining,Equity,3.2%
10,Religare Enterprises Ltd.,Financial,Equity,3.1%
11,Indusind Bank Ltd.,Financial,Equity,3.1%
12,Ultratech Cement Ltd.,Construction,Equity,3.0%
13,State Bank of India,Financial,Equity,2.8%
14,Jubilant FoodWorks Ltd.,Services,Equity,2.8%
15,Bharat Forge Ltd.,Automobile,Equity,2.8%
16,Gujarat Gas Ltd.,Energy,Equity,2.7%
17,Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,2.7%
18,Cummins India Ltd.,Capital Goods,Equity,2.7%
19,JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,2.5%
20,Dalmia Bharat Ltd.,Construction,Equity,2.4%
21,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,2.4%
22,TVS Motor Company Ltd.,Automobile,Equity,2.3%
23,Infosys Ltd.,Technology,Equity,2.3%
24,Divgi TorqTransfer Systems Ltd.,Automobile,Equity,2.1%
25,Gujarat Fluorochemicals Ltd.,Chemicals,Equity,2.0%
26,KSB Ltd.,Capital Goods,Equity,1.9%
27,Max Financial Services Ltd.,Financial,Equity,1.9%
28,Kajaria Ceramics Ltd.,Construction,Equity,1.9%
29,United Breweries Ltd.,Consumer Staples,Equity,1.9%
30,Medplus Health Services Ltd.,Healthcare,Equity,1.9%
31,Hindustan Unilever Ltd.,Consumer Staples,Equity,1.8%
32,Archean Chemical Industries Ltd.,Chemicals,Equity,1.8%
33,Havells India Ltd.,Capital Goods,Equity,1.4%
34,Blue Dart Express Ltd.,Services,Equity,0.8%
