,Name,Sector,Instrument,Assets
0,Taiwan Semiconductor Manufacturing Co Ltd. (Taiwan),Capital Goods,Forgn. Eq,9.6%
1,Samsung Electronics Co Ltd. (South Korea),Capital Goods,Forgn. Eq,8.7%
2,Tencent Holdings Ltd.,Technology,Forgn. Eq,6.4%
3,AIA Group (Hongkong),Financial,Forgn. Eq,5.8%
4,Alibaba Group Holdings Ltd.,Services,Forgn. Eq,3.7%
5,ICICI Bank Ltd.,Financial,Equity,3.5%
6,DBS Group Holdings Ltd. (Singapore),Financial,Forgn. Eq,2.9%
7,LG Chemicals Ltd.,Chemicals,Forgn. Eq,2.7%
8,HDFC Bank Ltd.,Financial,Equity,2.6%
9,Budweiser Brewing Co. APAC Ltd.,Consumer Staples,Forgn. Eq,2.2%
10,Bank Central Asia,Financial,Forgn. Eq,2.2%
11,China Mengniu Dairy (HongKong),Consumer Staples,Forgn. Eq,2.2%
12,Hyundai Motor (South Korea),Automobile,Forgn. Eq,2.2%
13,Reliance Industries Ltd.,Energy,Equity,2.1%
14,Meituan Dianping,Services,Forgn. Eq,2.1%
15,Samsung SDI,Capital Goods,Forgn. Eq,2.0%
16,MediaTek (Taiwan),Capital Goods,Forgn. Eq,2.0%
17,"JD.COM, INC.",Services,Forgn. Eq,1.9%
18,Techtronic Industries Co Ltd. (Hong Kong),Capital Goods,Forgn. Eq,1.7%
19,China Merchants Bank Co. Ltd.,Financial,Forgn. Eq,1.7%
20,Midea Group Co Ltd.,Capital Goods,Forgn. Eq,1.7%
21,Weichai Power Ltd. (China),Capital Goods,Forgn. Eq,1.6%
22,Trip.Com Group Ltd.,Services,Forgn. Eq,1.5%
23,SK Hynix Inc,Capital Goods,Forgn. Eq,1.4%
24,Hong Kong Exchanges & Clearing Ltd.,Financial,Forgn. Eq,1.4%
25,HDFC Life Insurance Co Ltd.,Insurance,Equity,1.4%
26,Longi Green Energy Technology Co. Ltd.,Capital Goods,Forgn. Eq,1.4%
27,Ping An Insurance (Grp) Co of China Ltd.,Financial,Forgn. Eq,1.3%
28,Yum China Holdings Inc.,Services,Forgn. Eq,1.2%
29,Semen Gresik ( Persero),Construction,Forgn. Eq,1.2%
30,SM Investments Corporation,Financial,Forgn. Eq,1.1%
31,Shenzhen Inovance Technology Co Ltd.,Capital Goods,Forgn. Eq,1.1%
32,Tata Consumer Products Ltd.,Consumer Staples,Equity,1.1%
33,Guangzhou Tinci Materials Technology Co. Ltd.,Chemicals,Forgn. Eq,1.1%
34,United Spirits Ltd.,Consumer Staples,Equity,1.0%
35,Oberoi Realty Ltd.,Construction,Equity,1.0%
36,Larsen & Toubro Ltd.,Construction,Equity,1.0%
37,Zomato Ltd.,Services,Equity,0.9%
38,Sumber Alfaria Trijaya Tbk PT,Services,Forgn. Eq,0.9%
39,Tube Investments Of India Ltd.,Automobile,Equity,0.9%
40,Minor International PCL,Services,Forgn. Eq,0.8%
41,Sea Ltd,Technology,ADS/ADR,0.8%
42,WuXi Biologics (Cayman) Inc.,Chemicals,Forgn. Eq,0.7%
43,Beijing Oriental Yuhong Waterproof Technology Co. Ltd.,Services,Forgn. Eq,0.7%
44,MakeMy Trip Ltd.,Services,Forgn. Eq,0.7%
45,Tata Motors Ltd.,Automobile,Equity,0.5%
46,Titan Company Ltd.,Consumer Discretionary,Equity,0.5%
47,The Ciam Cement PLC,Construction,Forgn. Eq,0.4%
48,ICICI Securities Ltd.,Financial,Equity,0.3%
49,Bangkok Dusit Medical Services,Healthcare,Forgn. Eq,0.2%
